Time,Sales Rank,New Price,List Price
"5/9/2024, 11:00:17 AM",83050,1526,1816
"5/9/2024, 5:01:04 PM",82975,1526,1816
"5/9/2024, 11:01:45 PM",83298,1526,1816
"5/10/2024, 5:03:56 PM",,1526,1816
"5/14/2024, 5:07:23 PM",,1517,1816
"5/30/2024, 5:21:32 PM",87680,1517,1816
"5/30/2024, 11:22:17 PM",87959,1517,1816
"5/31/2024, 5:24:08 PM",,1517,1816
"6/4/2024, 5:27:22 PM",,1462.9,1816
"6/6/2024, 5:29:04 PM",,1450.9,1816
"6/8/2024, 5:30:25 PM",,1517,1816
"6/18/2024, 5:49:09 PM",88127,1517,1816
"6/18/2024, 11:49:44 PM",88355,1517,1816
"6/19/2024, 5:50:36 AM",88450,1517,1816
"6/19/2024, 11:51:13 AM",88686,1517,1816
"6/19/2024, 5:52:04 PM",88615,1517,1816
"6/19/2024, 11:52:40 PM",88824,1517,1816
"6/20/2024, 5:53:31 AM",89076,1517,1816
"6/20/2024, 11:54:24 AM",89091,1517,1816
"6/20/2024, 5:55:13 PM",88980,1517,1816
"6/21/2024, 12:01:49 AM",89211,1521,1816
"6/21/2024, 6:50:49 AM",88892,1521,1816
"6/21/2024, 12:51:25 PM",88705,1521,1816
"6/21/2024, 6:52:38 PM",88407,1521,1816
"6/22/2024, 12:53:24 AM",88315,1521,1816
"6/22/2024, 6:54:48 AM",88541,1521,1816
"6/22/2024, 12:55:27 PM",88471,1521,1816
"6/22/2024, 6:56:31 PM",88311,1521,1816
"6/23/2024, 12:57:22 AM",88444,1521,1816
"6/23/2024, 6:58:31 AM",88424,1521,1816
"6/23/2024, 12:59:13 PM",88323,1521,1816
"6/23/2024, 7:00:17 PM",88123,1521,1816
"6/24/2024, 1:01:04 AM",88126,1521,1816
"6/24/2024, 7:02:15 AM",88147,1521,1816
"6/24/2024, 1:03:05 PM",88191,1521,1816
"6/24/2024, 7:05:48 PM",87898,1521,1816
"6/25/2024, 1:06:28 AM",88144,1521,1816
"6/25/2024, 7:07:37 AM",88322,1521,1816
"6/25/2024, 1:08:24 PM",88361,1521,1816
"6/25/2024, 7:09:08 PM",88107,1521,1816
"6/26/2024, 1:09:47 AM",10538,1521,1816
"6/26/2024, 5:10:33 AM",14304,1521,1816
"6/26/2024, 9:11:20 AM",17174,1521,1816
"6/26/2024, 1:12:08 PM",19434,1521,1816
"6/26/2024, 5:12:56 PM",21557,1521,1816
"6/26/2024, 11:13:45 PM",23092,1521,1816
"6/27/2024, 5:14:38 AM",27180,1521,1816
"6/27/2024, 11:15:24 AM",30115,1521,1816
"6/27/2024, 5:16:16 PM",31302,1521,1816
"6/27/2024, 11:17:06 PM",32562,1521,1816
"6/28/2024, 5:17:55 AM",35365,1521,1816
"6/28/2024, 11:18:38 AM",37409,1521,1816
"6/28/2024, 5:19:42 PM",38419,1521,1816
"6/28/2024, 11:20:40 PM",39609,1521,1816
"6/29/2024, 5:21:28 AM",41816,1521,1816
"6/29/2024, 11:22:23 AM",43743,1521,1816
"6/29/2024, 5:23:15 PM",44965,1521,1816
"6/29/2024, 11:24:06 PM",46627,1521,1816
"6/30/2024, 5:24:49 AM",48415,1521,1816
"6/30/2024, 11:25:28 AM",49228,1521,1816
"6/30/2024, 5:26:17 PM",50447,1521,1816
"6/30/2024, 11:27:08 PM",51823,1521,1816
"7/1/2024, 5:27:54 AM",53561,1521,1816
"7/1/2024, 11:28:31 AM",55136,1521,1816
"7/1/2024, 5:29:30 PM",55624,1521,1816
"7/1/2024, 11:30:30 PM",57291,1521,1816
"7/2/2024, 5:31:18 AM",59199,1521,1816
"7/2/2024, 11:32:11 AM",59494,1521,1816
"7/2/2024, 5:34:34 PM",60348,1521,1816
"7/2/2024, 11:35:27 PM",61809,1521,1816
"7/3/2024, 5:36:16 AM",63103,1521,1816
"7/3/2024, 11:37:07 AM",63624,1521,1816
"7/3/2024, 5:37:55 PM",64143,1521,1816
"7/3/2024, 11:38:43 PM",64837,1513,1816
"7/4/2024, 5:42:19 AM",65163,1505,1816
"7/4/2024, 11:50:18 AM",18102,1505,1816
"7/4/2024, 3:51:05 PM",20288,1505,1816
"7/4/2024, 9:51:42 PM",22748,1513,1816
"7/5/2024, 3:52:30 AM",24371,1513,1816
"7/5/2024, 9:53:29 AM",27075,1513,1816
"7/5/2024, 3:54:21 PM",28549,1513,1816
"7/5/2024, 9:55:11 PM",29003,1513,1816
"7/6/2024, 3:55:51 AM",31853,1513,1816
"7/6/2024, 9:56:36 AM",33949,1513,1816
"7/6/2024, 3:57:24 PM",35294,1513,1816
"7/6/2024, 9:58:11 PM",36713,1513,1816
"7/7/2024, 3:58:47 AM",37639,1513,1816
"7/7/2024, 9:59:42 AM",38601,1513,1816
"7/7/2024, 4:00:30 PM",40615,1513,1816
"7/7/2024, 10:01:12 PM",41019,1513,1816
"7/8/2024, 4:02:04 AM",43083,1513,1816
"7/8/2024, 10:02:44 AM",44929,1513,1816
"7/8/2024, 4:03:40 PM",46158,1513,1816
"7/8/2024, 10:04:29 PM",46649,1513,1816
"7/9/2024, 4:05:33 AM",49296,1513,1816
"7/9/2024, 10:06:23 AM",51090,1513,1816
"7/9/2024, 4:07:14 PM",51725,1513,1816
"7/9/2024, 10:14:32 PM",53138,1513,1816
"7/10/2024, 5:11:26 AM",54828,1513,1816
"7/10/2024, 11:12:14 AM",56155,1513,1816
"7/10/2024, 5:13:04 PM",56711,1513,1816
"7/10/2024, 11:13:42 PM",57575,1513,1816
"7/11/2024, 5:14:25 AM",59008,1513,1816
"7/11/2024, 11:15:21 AM",60236,1513,1816
"7/11/2024, 5:16:05 PM",60520,1513,1816
"7/11/2024, 11:16:40 PM",60858,1489,1816
"7/12/2024, 5:17:26 AM",62162,1448.52,1816
"7/12/2024, 11:18:14 AM",63020,1448.52,1816
"7/12/2024, 5:19:05 PM",63359,1448.52,1816
"7/12/2024, 11:19:47 PM",64357,1513,1816
"7/13/2024, 5:20:44 AM",64810,1513,1816
"7/13/2024, 11:21:25 AM",65647,1513,1816
"7/13/2024, 5:22:20 PM",65808,1513,1816
"7/13/2024, 11:23:06 PM",66505,1513,1816
"7/14/2024, 5:23:36 AM",66773,1513,1816
"7/14/2024, 11:24:30 AM",67388,1513,1816
"7/14/2024, 5:25:35 PM",67482,1513,1816
"7/14/2024, 11:26:21 PM",67816,1513,1816
"7/15/2024, 5:27:07 AM",67959,1513,1816
"7/15/2024, 11:27:44 AM",68376,1513,1816
"7/15/2024, 5:28:41 PM",68573,1513,1816
"7/15/2024, 11:29:26 PM",69015,1513,1816
"7/16/2024, 5:30:14 AM",69373,1513,1816
